pred,label,max_prob,length_tokens,latency_s_per_sample,precision,batch_size,seq_len,repeat_id
1,1,0.52734375,13,0.0188086,bf16,1,128,5
1,0,0.52734375,10,0.0189161,bf16,1,128,5
1,1,0.52734375,24,0.0138237,bf16,1,128,5
1,1,0.52734375,27,0.0106573,bf16,1,128,5
1,0,0.52734375,13,0.0100879,bf16,1,128,5
1,1,0.52734375,26,0.0102647,bf16,1,128,5
1,0,0.52734375,8,0.0105755,bf16,1,128,5
1,0,0.52734375,16,0.0127452,bf16,1,128,5
1,1,0.5234375,26,0.0153711,bf16,1,128,5
1,0,0.52734375,39,0.0109893,bf16,1,128,5
1,1,0.5234375,21,0.01021,bf16,1,128,5
1,0,0.52734375,45,0.0099879,bf16,1,128,5
1,0,0.52734375,22,0.0096517,bf16,1,128,5
1,1,0.5234375,29,0.0093237,bf16,1,128,5
1,0,0.5234375,30,0.0105238,bf16,1,128,5
1,1,0.52734375,29,0.0092774,bf16,1,128,5
1,1,0.52734375,22,0.0090445,bf16,1,128,5
1,1,0.52734375,48,0.0097923,bf16,1,128,5
1,0,0.52734375,13,0.0096234,bf16,1,128,5
1,0,0.5234375,22,0.0103662,bf16,1,128,5
1,0,0.5234375,37,0.0101389,bf16,1,128,5
1,0,0.5234375,18,0.0097887,bf16,1,128,5
1,0,0.5234375,11,0.0098076,bf16,1,128,5
1,1,0.52734375,21,0.0098715,bf16,1,128,5
1,1,0.5234375,20,0.0093955,bf16,1,128,5
1,0,0.5234375,36,0.0091434,bf16,1,128,5
1,0,0.5234375,35,0.0115762,bf16,1,128,5
1,1,0.5234375,29,0.0132741,bf16,1,128,5
1,0,0.52734375,21,0.0091334,bf16,1,128,5
1,0,0.52734375,14,0.0101976,bf16,1,128,5
1,1,0.52734375,39,0.0101802,bf16,1,128,5
1,0,0.5234375,32,0.0094554,bf16,1,128,5
1,1,0.52734375,12,0.0097984,bf16,1,128,5
1,0,0.52734375,39,0.0133703,bf16,1,128,5
1,0,0.5234375,25,0.0101518,bf16,1,128,5
1,0,0.52734375,15,0.0134851,bf16,1,128,5
1,1,0.52734375,32,0.0095918,bf16,1,128,5
1,0,0.5234375,38,0.0096892,bf16,1,128,5
1,1,0.52734375,28,0.0138333,bf16,1,128,5
1,1,0.52734375,25,0.00965,bf16,1,128,5
1,1,0.52734375,24,0.0098038,bf16,1,128,5
1,1,0.52734375,26,0.0095989,bf16,1,128,5
1,1,0.5234375,25,0.0090495,bf16,1,128,5
1,1,0.52734375,15,0.0090621,bf16,1,128,5
1,0,0.5234375,22,0.0092184,bf16,1,128,5
1,0,0.52734375,20,0.0201556,bf16,1,128,5
1,0,0.5234375,24,0.0105957,bf16,1,128,5
1,1,0.52734375,18,0.0113444,bf16,1,128,5
1,1,0.5234375,16,0.0102244,bf16,1,128,5
1,0,0.52734375,26,0.0104349,bf16,1,128,5
1,0,0.52734375,43,0.0094491,bf16,1,128,5
1,1,0.52734375,31,0.0102483,bf16,1,128,5
1,1,0.52734375,23,0.0097316,bf16,1,128,5
1,1,0.5234375,20,0.00995,bf16,1,128,5
1,0,0.5234375,27,0.0110411,bf16,1,128,5
1,1,0.52734375,10,0.0107596,bf16,1,128,5
1,0,0.52734375,29,0.01313,bf16,1,128,5
1,0,0.52734375,15,0.0099709,bf16,1,128,5
1,0,0.5234375,16,0.0098068,bf16,1,128,5
1,0,0.52734375,37,0.0138592,bf16,1,128,5
1,1,0.5234375,26,0.0107926,bf16,1,128,5
1,0,0.52734375,37,0.0099328,bf16,1,128,5
1,1,0.52734375,22,0.0176148,bf16,1,128,5
1,1,0.5234375,32,0.0103935,bf16,1,128,5
1,0,0.5234375,28,0.0114703,bf16,1,128,5
1,0,0.5234375,22,0.0105423,bf16,1,128,5
1,1,0.5234375,23,0.0105027,bf16,1,128,5
1,1,0.52734375,12,0.0101009,bf16,1,128,5
1,1,0.5234375,15,0.0105494,bf16,1,128,5
1,0,0.52734375,18,0.0098203,bf16,1,128,5
1,0,0.5234375,42,0.0103059,bf16,1,128,5
1,1,0.5234375,38,0.0104111,bf16,1,128,5
1,1,0.5234375,13,0.010525,bf16,1,128,5
1,1,0.52734375,32,0.0102351,bf16,1,128,5
1,0,0.5234375,20,0.0102535,bf16,1,128,5
1,1,0.52734375,17,0.0128333,bf16,1,128,5
1,0,0.5234375,16,0.0139148,bf16,1,128,5
1,1,0.5234375,22,0.0146592,bf16,1,128,5
1,1,0.5234375,34,0.010668,bf16,1,128,5
1,0,0.52734375,55,0.0117949,bf16,1,128,5
1,1,0.5234375,24,0.0100005,bf16,1,128,5
1,0,0.52734375,27,0.0102205,bf16,1,128,5
1,0,0.52734375,25,0.0157876,bf16,1,128,5
1,1,0.5234375,31,0.0142704,bf16,1,128,5
1,1,0.5234375,28,0.0225044,bf16,1,128,5
1,1,0.52734375,26,0.0121243,bf16,1,128,5
1,0,0.5234375,27,0.0131275,bf16,1,128,5
1,1,0.52734375,24,0.0109792,bf16,1,128,5
1,1,0.5234375,40,0.0108388,bf16,1,128,5
1,1,0.52734375,23,0.010285,bf16,1,128,5
1,1,0.52734375,23,0.011169,bf16,1,128,5
1,1,0.5234375,23,0.0091847,bf16,1,128,5
1,0,0.5234375,18,0.0088417,bf16,1,128,5
1,1,0.5234375,25,0.0091257,bf16,1,128,5
1,1,0.5234375,32,0.0091884,bf16,1,128,5
1,0,0.52734375,31,0.0179091,bf16,1,128,5
1,0,0.52734375,34,0.0095689,bf16,1,128,5
1,1,0.5234375,34,0.0100961,bf16,1,128,5
1,0,0.5234375,30,0.0098211,bf16,1,128,5
1,0,0.52734375,13,0.0102635,bf16,1,128,5
1,1,0.5234375,28,0.0115577,bf16,1,128,5
1,0,0.52734375,27,0.0143444,bf16,1,128,5
1,1,0.53125,22,0.0150671,bf16,1,128,5
1,1,0.52734375,18,0.0102534,bf16,1,128,5
1,1,0.52734375,54,0.0097359,bf16,1,128,5
1,0,0.5234375,40,0.0096693,bf16,1,128,5
1,1,0.5234375,23,0.0098809,bf16,1,128,5
1,0,0.5234375,28,0.0109048,bf16,1,128,5
1,0,0.5234375,27,0.0104792,bf16,1,128,5
1,1,0.52734375,24,0.0095828,bf16,1,128,5
1,0,0.5234375,16,0.0093134,bf16,1,128,5
1,0,0.52734375,20,0.0095611,bf16,1,128,5
1,1,0.52734375,10,0.0097658,bf16,1,128,5
1,0,0.52734375,10,0.0100252,bf16,1,128,5
1,1,0.5234375,35,0.009551,bf16,1,128,5
1,0,0.5234375,24,0.0099278,bf16,1,128,5
1,1,0.52734375,20,0.0100837,bf16,1,128,5
1,1,0.5234375,32,0.0097555,bf16,1,128,5
1,0,0.52734375,26,0.0099226,bf16,1,128,5
1,0,0.52734375,21,0.0101717,bf16,1,128,5
1,1,0.52734375,33,0.0103592,bf16,1,128,5
1,0,0.5234375,27,0.0096606,bf16,1,128,5
1,1,0.52734375,13,0.0097483,bf16,1,128,5
1,1,0.5234375,15,0.0089366,bf16,1,128,5
1,1,0.52734375,39,0.0098232,bf16,1,128,5
1,1,0.52734375,29,0.0088678,bf16,1,128,5
1,0,0.5234375,29,0.0098694,bf16,1,128,5
1,0,0.52734375,39,0.0107695,bf16,1,128,5
1,1,0.5234375,33,0.0095916,bf16,1,128,5
1,1,0.5234375,22,0.0093045,bf16,1,128,5
1,0,0.5234375,16,0.0099017,bf16,1,128,5
1,0,0.5234375,21,0.00905,bf16,1,128,5
1,1,0.52734375,24,0.0091439,bf16,1,128,5
1,0,0.52734375,51,0.010433,bf16,1,128,5
1,0,0.5234375,25,0.0095301,bf16,1,128,5
1,0,0.5234375,49,0.0107413,bf16,1,128,5
1,0,0.5234375,17,0.0104776,bf16,1,128,5
1,0,0.52734375,11,0.0118856,bf16,1,128,5
1,1,0.52734375,14,0.0101501,bf16,1,128,5
1,0,0.52734375,16,0.0095777,bf16,1,128,5
1,0,0.5234375,28,0.0090849,bf16,1,128,5
1,0,0.5234375,21,0.0102522,bf16,1,128,5
1,1,0.5234375,20,0.0111122,bf16,1,128,5
1,1,0.5234375,16,0.0133786,bf16,1,128,5
1,0,0.52734375,25,0.0108128,bf16,1,128,5
1,0,0.5234375,34,0.0096524,bf16,1,128,5
1,1,0.52734375,28,0.0141187,bf16,1,128,5
1,0,0.52734375,33,0.0104557,bf16,1,128,5
1,0,0.5234375,23,0.0106344,bf16,1,128,5
1,1,0.5234375,40,0.0102364,bf16,1,128,5
1,1,0.526177883,13,0.007120187,fp32_strict,8,128,1
1,0,0.527894855,10,0.007120187,fp32_strict,8,128,1
1,1,0.525993526,24,0.007120187,fp32_strict,8,128,1
1,1,0.526922882,27,0.007120187,fp32_strict,8,128,1
1,0,0.527820528,13,0.007120187,fp32_strict,8,128,1
1,1,0.527035117,26,0.007120187,fp32_strict,8,128,1
1,0,0.52741611,8,0.007120187,fp32_strict,8,128,1
1,0,0.527631462,16,0.007120187,fp32_strict,8,128,1
1,1,0.521685839,26,0.00706575,fp32_strict,8,128,1
1,0,0.527687311,39,0.00706575,fp32_strict,8,128,1
1,1,0.525103509,21,0.00706575,fp32_strict,8,128,1
1,0,0.526304543,45,0.00706575,fp32_strict,8,128,1
1,0,0.528429151,22,0.00706575,fp32_strict,8,128,1
1,1,0.5247823,29,0.00706575,fp32_strict,8,128,1
1,0,0.523458719,30,0.00706575,fp32_strict,8,128,1
1,1,0.527351141,29,0.00706575,fp32_strict,8,128,1
1,1,0.526352823,22,0.006925087,fp32_strict,8,128,1
1,1,0.526622891,48,0.006925087,fp32_strict,8,128,1
1,0,0.528336167,13,0.006925087,fp32_strict,8,128,1
1,0,0.525178134,22,0.006925087,fp32_strict,8,128,1
1,0,0.523943841,37,0.006925087,fp32_strict,8,128,1
1,0,0.525310993,18,0.006925087,fp32_strict,8,128,1
1,0,0.52445209,11,0.006925087,fp32_strict,8,128,1
1,1,0.527612388,21,0.006925087,fp32_strict,8,128,1
1,1,0.524151742,20,0.006919638,fp32_strict,8,128,1
1,0,0.52331847,36,0.006919638,fp32_strict,8,128,1
1,0,0.523967326,35,0.006919638,fp32_strict,8,128,1
1,1,0.524192572,29,0.006919638,fp32_strict,8,128,1
1,0,0.528480411,21,0.006919638,fp32_strict,8,128,1
1,0,0.526717663,14,0.006919638,fp32_strict,8,128,1
1,1,0.526393473,39,0.006919638,fp32_strict,8,128,1
1,0,0.525018573,32,0.006919638,fp32_strict,8,128,1
1,1,0.528269172,12,0.006606887,fp32_strict,8,128,1
1,0,0.525604129,39,0.006606887,fp32_strict,8,128,1
1,0,0.523334324,25,0.006606887,fp32_strict,8,128,1
1,0,0.526528418,15,0.006606887,fp32_strict,8,128,1
1,1,0.526037753,32,0.006606887,fp32_strict,8,128,1
1,0,0.525035739,38,0.006606887,fp32_strict,8,128,1
1,1,0.527394533,28,0.006606887,fp32_strict,8,128,1
1,1,0.528210163,25,0.006606887,fp32_strict,8,128,1
1,1,0.525933146,24,0.006589025,fp32_strict,8,128,1
1,1,0.526732028,26,0.006589025,fp32_strict,8,128,1
1,1,0.523418665,25,0.006589025,fp32_strict,8,128,1
1,1,0.526579857,15,0.006589025,fp32_strict,8,128,1
1,0,0.523911774,22,0.006589025,fp32_strict,8,128,1
1,0,0.526518047,20,0.006589025,fp32_strict,8,128,1
1,0,0.525445998,24,0.006589025,fp32_strict,8,128,1
1,1,0.526401937,18,0.006589025,fp32_strict,8,128,1
1,1,0.524263382,16,0.006538725,fp32_strict,8,128,1
1,0,0.525930583,26,0.006538725,fp32_strict,8,128,1
1,0,0.527301371,43,0.006538725,fp32_strict,8,128,1
1,1,0.526582062,31,0.006538725,fp32_strict,8,128,1
1,1,0.52758044,23,0.006538725,fp32_strict,8,128,1
1,1,0.525376439,20,0.006538725,fp32_strict,8,128,1
1,0,0.524014294,27,0.006538725,fp32_strict,8,128,1
1,1,0.526648641,10,0.006538725,fp32_strict,8,128,1
1,0,0.527174056,29,0.006503775,fp32_strict,8,128,1
1,0,0.527109563,15,0.006503775,fp32_strict,8,128,1
1,0,0.525227547,16,0.006503775,fp32_strict,8,128,1
1,0,0.526085675,37,0.006503775,fp32_strict,8,128,1
1,1,0.525130391,26,0.006503775,fp32_strict,8,128,1
1,0,0.527042031,37,0.006503775,fp32_strict,8,128,1
1,1,0.525991857,22,0.006503775,fp32_strict,8,128,1
1,1,0.5248276,32,0.006503775,fp32_strict,8,128,1
1,0,0.523310781,28,0.006509163,fp32_strict,8,128,1
1,0,0.523920894,22,0.006509163,fp32_strict,8,128,1
1,1,0.524419188,23,0.006509163,fp32_strict,8,128,1
1,1,0.526122868,12,0.006509163,fp32_strict,8,128,1
1,1,0.525458574,15,0.006509163,fp32_strict,8,128,1
1,0,0.527614355,18,0.006509163,fp32_strict,8,128,1
1,0,0.524024308,42,0.006509163,fp32_strict,8,128,1
1,1,0.524597406,38,0.006509163,fp32_strict,8,128,1
1,1,0.52390492,13,0.006668562,fp32_strict,8,128,1
1,1,0.527673602,32,0.006668562,fp32_strict,8,128,1
1,0,0.52539736,20,0.006668562,fp32_strict,8,128,1
1,1,0.526431262,17,0.006668562,fp32_strict,8,128,1
1,0,0.525123298,16,0.006668562,fp32_strict,8,128,1
1,1,0.523950398,22,0.006668562,fp32_strict,8,128,1
1,1,0.525094867,34,0.006668562,fp32_strict,8,128,1
1,0,0.526519537,55,0.006668562,fp32_strict,8,128,1
1,1,0.522348404,24,0.006725337,fp32_strict,8,128,1
1,0,0.526780903,27,0.006725337,fp32_strict,8,128,1
1,0,0.527672589,25,0.006725337,fp32_strict,8,128,1
1,1,0.523876011,31,0.006725337,fp32_strict,8,128,1
1,1,0.524992764,28,0.006725337,fp32_strict,8,128,1
1,1,0.526777208,26,0.006725337,fp32_strict,8,128,1
1,0,0.525271535,27,0.006725337,fp32_strict,8,128,1
1,1,0.525863349,24,0.006725337,fp32_strict,8,128,1
1,1,0.52549839,40,0.006741513,fp32_strict,8,128,1
1,1,0.526997626,23,0.006741513,fp32_strict,8,128,1
1,1,0.526089668,23,0.006741513,fp32_strict,8,128,1
1,1,0.523163199,23,0.006741513,fp32_strict,8,128,1
1,0,0.524752259,18,0.006741513,fp32_strict,8,128,1
1,1,0.525152445,25,0.006741513,fp32_strict,8,128,1
1,1,0.523578227,32,0.006741513,fp32_strict,8,128,1
1,0,0.525938809,31,0.006741513,fp32_strict,8,128,1
1,0,0.525570989,34,0.006732612,fp32_strict,8,128,1
1,1,0.524752498,34,0.006732612,fp32_strict,8,128,1
1,0,0.52401948,30,0.006732612,fp32_strict,8,128,1
1,0,0.526013196,13,0.006732612,fp32_strict,8,128,1
1,1,0.524408221,28,0.006732612,fp32_strict,8,128,1
1,0,0.527279317,27,0.006732612,fp32_strict,8,128,1
1,1,0.530658066,22,0.006732612,fp32_strict,8,128,1
1,1,0.527412117,18,0.006732612,fp32_strict,8,128,1
1,1,0.527482212,54,0.00674075,fp32_strict,8,128,1
1,0,0.524223983,40,0.00674075,fp32_strict,8,128,1
1,1,0.522065759,23,0.00674075,fp32_strict,8,128,1
1,0,0.521976054,28,0.00674075,fp32_strict,8,128,1
1,0,0.522763014,27,0.00674075,fp32_strict,8,128,1
1,1,0.527043045,24,0.00674075,fp32_strict,8,128,1
1,0,0.52452749,16,0.00674075,fp32_strict,8,128,1
1,0,0.526360154,20,0.00674075,fp32_strict,8,128,1
1,1,0.52568239,10,0.006702163,fp32_strict,8,128,1
1,0,0.526334405,10,0.006702163,fp32_strict,8,128,1
1,1,0.523877621,35,0.006702163,fp32_strict,8,128,1
1,0,0.524767637,24,0.006702163,fp32_strict,8,128,1
1,1,0.526942551,20,0.006702163,fp32_strict,8,128,1
1,1,0.524795294,32,0.006702163,fp32_strict,8,128,1
1,0,0.526431918,26,0.006702163,fp32_strict,8,128,1
1,0,0.527255118,21,0.006702163,fp32_strict,8,128,1
1,1,0.528435349,33,0.0066673,fp32_strict,8,128,1
1,0,0.523340285,27,0.0066673,fp32_strict,8,128,1
1,1,0.525980055,13,0.0066673,fp32_strict,8,128,1
1,1,0.525052726,15,0.0066673,fp32_strict,8,128,1
1,1,0.525847673,39,0.0066673,fp32_strict,8,128,1
1,1,0.528206289,29,0.0066673,fp32_strict,8,128,1
1,0,0.524252594,29,0.0066673,fp32_strict,8,128,1
1,0,0.525483429,39,0.0066673,fp32_strict,8,128,1
1,1,0.524941981,33,0.006723263,fp32_strict,8,128,1
1,1,0.524751246,22,0.006723263,fp32_strict,8,128,1
1,0,0.523609102,16,0.006723263,fp32_strict,8,128,1
1,0,0.523913562,21,0.006723263,fp32_strict,8,128,1
1,1,0.527999997,24,0.006723263,fp32_strict,8,128,1
1,0,0.527028441,51,0.006723263,fp32_strict,8,128,1
1,0,0.524416983,25,0.006723263,fp32_strict,8,128,1
1,0,0.52346313,49,0.006723263,fp32_strict,8,128,1
1,0,0.524559736,17,0.007231387,fp32_strict,8,128,1
1,0,0.52660954,11,0.007231387,fp32_strict,8,128,1
1,1,0.526819289,14,0.007231387,fp32_strict,8,128,1
1,0,0.52545929,16,0.007231387,fp32_strict,8,128,1
1,0,0.522125244,28,0.007231387,fp32_strict,8,128,1
1,0,0.524361372,21,0.007231387,fp32_strict,8,128,1
1,1,0.525433898,20,0.007231387,fp32_strict,8,128,1
1,1,0.524692953,16,0.007231387,fp32_strict,8,128,1
1,0,0.52815032,25,0.006712088,fp32_strict,8,128,1
1,0,0.523743212,34,0.006712088,fp32_strict,8,128,1
1,1,0.528270304,28,0.006712088,fp32_strict,8,128,1
1,0,0.526487589,33,0.006712088,fp32_strict,8,128,1
1,0,0.524785995,23,0.006712088,fp32_strict,8,128,1
1,1,0.525170684,40,0.006712088,fp32_strict,8,128,1
1,1,0.525371909,16,0.006712088,fp32_strict,8,128,1
1,1,0.527674496,26,0.006712088,fp32_strict,8,128,1
1,1,0.52414465,32,0.006590538,fp32_strict,8,128,1
1,0,0.524084151,15,0.006590538,fp32_strict,8,128,1
1,1,0.525492966,13,0.006590538,fp32_strict,8,128,1
1,0,0.524413943,36,0.006590538,fp32_strict,8,128,1
1,1,0.525452316,22,0.006590538,fp32_strict,8,128,1
1,0,0.523638129,20,0.006590538,fp32_strict,8,128,1
1,0,0.525749803,37,0.006590538,fp32_strict,8,128,1
1,1,0.526563346,17,0.006590538,fp32_strict,8,128,1
1,0,0.525474906,32,0.006556862,fp32_strict,8,128,1
1,0,0.526098728,8,0.006556862,fp32_strict,8,128,1
1,0,0.523940206,32,0.006556862,fp32_strict,8,128,1
1,0,0.523046196,54,0.006556862,fp32_strict,8,128,1
1,1,0.526877344,18,0.006556862,fp32_strict,8,128,1
1,0,0.52697593,29,0.006556862,fp32_strict,8,128,1
1,0,0.523405313,36,0.006556862,fp32_strict,8,128,1
1,0,0.527556896,14,0.006556862,fp32_strict,8,128,1
1,1,0.526692152,17,0.006528825,fp32_strict,8,128,1
1,1,0.524932504,17,0.006528825,fp32_strict,8,128,1
1,1,0.527749777,13,0.006528825,fp32_strict,8,128,1
1,0,0.528305769,14,0.006528825,fp32_strict,8,128,1
1,1,0.523868978,27,0.006528825,fp32_strict,8,128,1
1,0,0.52508688,28,0.006528825,fp32_strict,8,128,1
1,1,0.527484775,22,0.006528825,fp32_strict,8,128,1
1,1,0.5260185,23,0.006528825,fp32_strict,8,128,1
1,0,0.528195143,28,0.006522912,fp32_strict,8,128,1
1,0,0.527750552,38,0.006522912,fp32_strict,8,128,1
1,0,0.525201023,22,0.006522912,fp32_strict,8,128,1
1,1,0.52573359,11,0.006522912,fp32_strict,8,128,1
1,0,0.526860654,19,0.006522912,fp32_strict,8,128,1
1,0,0.523451388,25,0.006522912,fp32_strict,8,128,1
1,0,0.522129238,31,0.006522912,fp32_strict,8,128,1
1,0,0.524541616,16,0.006522912,fp32_strict,8,128,1
1,0,0.525490165,57,0.006524063,fp32_strict,8,128,1
1,1,0.528667688,27,0.006524063,fp32_strict,8,128,1
1,1,0.525034666,28,0.006524063,fp32_strict,8,128,1
1,1,0.525482237,27,0.006524063,fp32_strict,8,128,1
1,0,0.526006103,23,0.006524063,fp32_strict,8,128,1
1,0,0.523979485,30,0.006524063,fp32_strict,8,128,1
1,0,0.526113093,40,0.006524063,fp32_strict,8,128,1
1,1,0.524211466,38,0.006524063,fp32_strict,8,128,1
1,1,0.526636243,30,0.006543837,fp32_strict,8,128,1
1,1,0.524957955,31,0.006543837,fp32_strict,8,128,1
1,1,0.527208269,31,0.006543837,fp32_strict,8,128,1
1,1,0.528673291,11,0.006543837,fp32_strict,8,128,1
1,1,0.527518272,23,0.006543837,fp32_strict,8,128,1
1,0,0.529188931,13,0.006543837,fp32_strict,8,128,1
1,1,0.525723755,38,0.006543837,fp32_strict,8,128,1
1,0,0.523326039,37,0.006543837,fp32_strict,8,128,1
1,1,0.523653984,41,0.006485375,fp32_strict,8,128,1
1,1,0.521741807,41,0.006485375,fp32_strict,8,128,1
1,0,0.524281919,20,0.006485375,fp32_strict,8,128,1
1,0,0.528907418,5,0.006485375,fp32_strict,8,128,1
1,1,0.525895357,34,0.006485375,fp32_strict,8,128,1
1,1,0.525464654,13,0.006485375,fp32_strict,8,128,1
1,1,0.527762473,21,0.006485375,fp32_strict,8,128,1
1,1,0.526363015,11,0.006485375,fp32_strict,8,128,1
1,0,0.526891053,15,0.00657455,fp32_strict,8,128,1
1,0,0.526727974,30,0.00657455,fp32_strict,8,128,1
1,1,0.524735928,44,0.00657455,fp32_strict,8,128,1
1,0,0.523155034,28,0.00657455,fp32_strict,8,128,1
1,0,0.525008142,18,0.00657455,fp32_strict,8,128,1
1,0,0.526102245,38,0.00657455,fp32_strict,8,128,1
1,0,0.525684536,42,0.00657455,fp32_strict,8,128,1
1,1,0.525899827,35,0.00657455,fp32_strict,8,128,1
1,1,0.522687256,31,0.00652365,fp32_strict,8,128,1
1,0,0.529441118,43,0.00652365,fp32_strict,8,128,1
1,0,0.528055191,19,0.00652365,fp32_strict,8,128,1
1,1,0.524526834,35,0.00652365,fp32_strict,8,128,1
1,1,0.527168214,31,0.00652365,fp32_strict,8,128,1
1,0,0.527499139,11,0.00652365,fp32_strict,8,128,1
1,1,0.524607658,39,0.00652365,fp32_strict,8,128,1
1,1,0.52520746,25,0.00652365,fp32_strict,8,128,1
1,1,0.528387308,34,0.006711063,fp32_strict,8,128,1
1,1,0.525423706,28,0.006711063,fp32_strict,8,128,1
1,0,0.527915001,17,0.006711063,fp32_strict,8,128,1
1,1,0.524336934,24,0.006711063,fp32_strict,8,128,1
1,1,0.52441591,19,0.006711063,fp32_strict,8,128,1
1,0,0.525506556,16,0.006711063,fp32_strict,8,128,1
1,1,0.525257289,24,0.006711063,fp32_strict,8,128,1
1,1,0.529334962,42,0.006711063,fp32_strict,8,128,1
1,0,0.521380365,51,0.006722512,fp32_strict,8,128,1
1,0,0.526292622,19,0.006722512,fp32_strict,8,128,1
1,1,0.525805533,14,0.006722512,fp32_strict,8,128,1
1,1,0.520978272,39,0.006722512,fp32_strict,8,128,1
1,1,0.526316285,41,0.006722512,fp32_strict,8,128,1
1,0,0.525809824,22,0.006722512,fp32_strict,8,128,1
1,0,0.528063595,20,0.006722512,fp32_strict,8,128,1
1,1,0.525890589,23,0.006722512,fp32_strict,8,128,1
1,1,0.5265854,23,0.006740662,fp32_strict,8,128,1
1,0,0.524639487,17,0.006740662,fp32_strict,8,128,1
1,0,0.524029672,16,0.006740662,fp32_strict,8,128,1
1,1,0.524290562,17,0.006740662,fp32_strict,8,128,1
1,1,0.52512455,39,0.006740662,fp32_strict,8,128,1
1,1,0.525384307,31,0.006740662,fp32_strict,8,128,1
1,1,0.526038289,41,0.006740662,fp32_strict,8,128,1
1,0,0.524462104,49,0.006740662,fp32_strict,8,128,1
1,1,0.523368418,26,0.006718312,fp32_strict,8,128,1
1,1,0.522354305,21,0.006718312,fp32_strict,8,128,1
1,1,0.526393056,18,0.006718312,fp32_strict,8,128,1
1,0,0.524695575,19,0.006718312,fp32_strict,8,128,1
1,1,0.525304079,15,0.006718312,fp32_strict,8,128,1
1,0,0.524262249,33,0.006718312,fp32_strict,8,128,1
1,0,0.524609149,28,0.006718312,fp32_strict,8,128,1
1,0,0.526143432,24,0.006718312,fp32_strict,8,128,1
1,0,0.526348352,14,0.006687463,fp32_strict,8,128,1
1,0,0.524785101,23,0.006687463,fp32_strict,8,128,1
1,0,0.526239276,18,0.006687463,fp32_strict,8,128,1
1,1,0.524624288,32,0.006687463,fp32_strict,8,128,1
1,0,0.5314219,35,0.006687463,fp32_strict,8,128,1
1,1,0.52542001,26,0.006687463,fp32_strict,8,128,1
1,0,0.529940665,46,0.006687463,fp32_strict,8,128,1
1,1,0.52650553,25,0.006687463,fp32_strict,8,128,1
1,0,0.52569592,26,0.0068317,fp32_strict,8,128,1
1,0,0.526214004,34,0.0068317,fp32_strict,8,128,1
1,1,0.526178896,45,0.0068317,fp32_strict,8,128,1
1,0,0.524015069,24,0.0068317,fp32_strict,8,128,1
1,0,0.523259997,27,0.0068317,fp32_strict,8,128,1
1,0,0.5262869,28,0.0068317,fp32_strict,8,128,1
1,1,0.525727749,13,0.0068317,fp32_strict,8,128,1
1,1,0.524460256,12,0.0068317,fp32_strict,8,128,1
1,0,0.526939213,13,0.006736425,fp32_strict,8,128,1
1,1,0.526817441,16,0.006736425,fp32_strict,8,128,1
1,0,0.524477363,50,0.006736425,fp32_strict,8,128,1
1,1,0.526332259,18,0.006736425,fp32_strict,8,128,1
1,1,0.520914495,33,0.006736425,fp32_strict,8,128,1
1,1,0.527364731,30,0.006736425,fp32_strict,8,128,1
1,0,0.52462846,27,0.006736425,fp32_strict,8,128,1
1,1,0.526646912,20,0.006736425,fp32_strict,8,128,1
1,1,0.525451541,33,0.006654887,fp32_strict,8,128,1
1,0,0.525095999,17,0.006654887,fp32_strict,8,128,1
1,1,0.524993241,38,0.006654887,fp32_strict,8,128,1
1,1,0.525919557,21,0.006654887,fp32_strict,8,128,1
1,0,0.525845051,14,0.006654887,fp32_strict,8,128,1
1,0,0.526338339,22,0.006654887,fp32_strict,8,128,1
1,1,0.523926795,25,0.006654887,fp32_strict,8,128,1
1,1,0.5232566,48,0.006654887,fp32_strict,8,128,1
1,1,0.519974709,38,0.006771175,fp32_strict,8,128,1
1,1,0.528529465,5,0.006771175,fp32_strict,8,128,1
1,1,0.529287636,23,0.006771175,fp32_strict,8,128,1
1,0,0.524994552,36,0.006771175,fp32_strict,8,128,1
1,0,0.521962464,36,0.006771175,fp32_strict,8,128,1
1,1,0.52550149,45,0.006771175,fp32_strict,8,128,1
1,1,0.527047694,49,0.006771175,fp32_strict,8,128,1
1,1,0.526189148,14,0.006771175,fp32_strict,8,128,1
1,0,0.524652183,35,0.006635175,fp32_strict,8,128,1
1,1,0.524300396,19,0.006635175,fp32_strict,8,128,1
1,0,0.524260998,17,0.006635175,fp32_strict,8,128,1
1,1,0.524217069,28,0.006635175,fp32_strict,8,128,1
1,1,0.527053535,14,0.006635175,fp32_strict,8,128,1
1,0,0.523512781,43,0.006635175,fp32_strict,8,128,1
1,1,0.526826262,15,0.006635175,fp32_strict,8,128,1
1,1,0.526856899,13,0.006635175,fp32_strict,8,128,1
1,1,0.526046157,37,0.00654595,fp32_strict,8,128,1
1,0,0.526679277,20,0.00654595,fp32_strict,8,128,1
1,1,0.525591373,13,0.00654595,fp32_strict,8,128,1
1,1,0.527609408,27,0.00654595,fp32_strict,8,128,1
1,1,0.525429428,24,0.00654595,fp32_strict,8,128,1
1,1,0.525757372,20,0.00654595,fp32_strict,8,128,1
1,1,0.525952458,22,0.00654595,fp32_strict,8,128,1
1,1,0.526893616,11,0.00654595,fp32_strict,8,128,1
1,0,0.525497198,19,0.006501175,fp32_strict,8,128,1
1,1,0.52748251,16,0.006501175,fp32_strict,8,128,1
1,1,0.52259016,26,0.006501175,fp32_strict,8,128,1
